ID,Age,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,AmtLiq,AmtVege,AmtNonVeg,AmtPes,AmtChocolates,AmtComm, TotalSpent ,AmtLiq Pct.,AmtVege Pct.,AmtNonVeg Pct.,AmtPes Pct.,AmtChocolates Pct.,AmtComm Pct.,NumDeals,NumWebBuy,NumWalkinPur,TotalPur,NumVisits,Response,Complain,Country,Count_success
8373,44,1980,Basic,Together,"24,594.00",1,0,10/12/2013,94,1,3,6,10,0,9, 29.00 ,3%,10%,21%,34%,0%,31%,1,1,3,4,5,0,0,CA,0
3829,44,1980,Basic,Together,"24,594.00",1,0,10/12/2013,94,1,3,6,10,0,9, 29.00 ,3%,10%,21%,34%,0%,31%,1,1,3,4,5,0,0,SA,0
7723,44,1980,Graduation,Together,"75,507.00",0,0,02/05/2014,56,709,93,374,104,80,80," 1,440.00 ",49%,6%,26%,7%,6%,6%,1,8,6,14,3,0,0,GER,0
2963,44,1980,Graduation,Together,"75,507.00",0,0,02/05/2014,56,709,93,374,104,80,80," 1,440.00 ",49%,6%,26%,7%,6%,6%,1,8,6,14,3,0,0,AUS,0
8318,44,1980,Graduation,Together,"90,300.00",0,0,03/01/2014,7,594,134,786,33,134,57," 1,738.00 ",34%,8%,45%,2%,8%,3%,0,5,8,13,1,0,0,SP,1
7574,44,1980,PhD,Together,"27,922.00",1,0,10/05/2014,80,11,0,13,2,4,11, 41.00 ,27%,0%,32%,5%,10%,27%,1,2,3,5,4,0,0,SA,0
2447,44,1980,Graduation,Together,"30,545.00",1,0,17/10/2012,71,4,12,15,19,7,12, 69.00 ,6%,17%,22%,28%,10%,17%,2,2,3,5,7,0,0,IND,0
1655,44,1980,Graduation,Together,"34,350.00",1,0,19/10/2013,81,16,3,15,2,1,11, 48.00 ,33%,6%,31%,4%,2%,23%,1,1,3,4,7,0,0,AUS,0
4518,44,1980,Graduation,Together,"85,693.00",0,1,20/04/2013,59,386,172,183,185,132,111," 1,169.00 ",33%,15%,16%,16%,11%,9%,2,9,11,20,5,0,0,CA,0
5236,44,1980,Graduation,Together,"77,568.00",0,1,25/08/2012,30,1230,0,396,232,178,158," 2,194.00 ",56%,0%,18%,11%,8%,7%,1,10,8,18,5,0,0,SP,3
1513,44,1980,2n Cycle,Together,"60,839.00",1,1,28/08/2012,72,600,21,128,223,150,128," 1,250.00 ",48%,2%,10%,18%,12%,10%,13,2,12,14,8,0,0,SP,0
5871,44,1980,Master,Together,"24,401.00",0,0,31/08/2012,98,73,28,217,10,24,115, 467.00 ,16%,6%,46%,2%,5%,25%,3,6,6,12,8,0,0,SA,0
1456,44,1980,Graduation,Single,"60,474.00",0,1,01/04/2013,25,265,199,303,234,9,170," 1,180.00 ",22%,17%,26%,20%,1%,14%,7,10,12,22,7,0,0,IND,0
2849,44,1980,Graduation,Single,"60,474.00",0,1,01/04/2013,25,265,199,303,234,9,170," 1,180.00 ",22%,17%,26%,20%,1%,14%,7,10,12,22,7,0,0,CA,0
10381,44,1980,Graduation,Single,"47,691.00",0,1,05/07/2013,43,14,0,3,0,0,4, 21.00 ,67%,0%,14%,0%,0%,19%,1,1,2,3,6,0,0,SP,0
9964,44,1980,Graduation,Single,"61,825.00",0,1,07/08/2013,56,162,50,100,55,30,27, 424.00 ,38%,12%,24%,13%,7%,6%,1,4,8,12,4,0,0,SP,0
1630,44,1980,Graduation,Single,"61,825.00",0,1,07/08/2013,56,162,50,100,55,30,27, 424.00 ,38%,12%,24%,13%,7%,6%,1,4,8,12,4,0,0,SP,0
6376,44,1980,Graduation,Single,"57,537.00",1,0,10/06/2013,83,191,56,139,51,8,100, 545.00 ,35%,10%,26%,9%,1%,18%,4,4,8,12,4,0,0,AUS,0
9937,44,1980,Graduation,Single,"70,337.00",0,0,02/01/2014,75,187,81,149,25,43,91, 576.00 ,32%,14%,26%,4%,7%,16%,1,2,12,14,1,0,0,US,0
5150,44,1980,Basic,Single,"20,194.00",1,0,17/12/2012,64,0,4,7,11,10,15, 47.00 ,0%,9%,15%,23%,21%,32%,2,2,3,5,6,0,0,SP,0
5025,44,1980,Graduation,Single,"48,526.00",1,0,24/12/2013,32,23,17,23,43,20,9, 135.00 ,17%,13%,17%,32%,15%,7%,1,2,4,6,3,0,0,SP,0
5394,44,1980,Basic,Single,"16,014.00",1,1,17/03/2013,42,3,9,4,7,8,7, 38.00 ,8%,24%,11%,18%,21%,18%,4,1,4,5,3,0,0,SP,0
9369,44,1980,2n Cycle,Single,"88,194.00",0,1,19/03/2014,19,688,14,309,201,24,38," 1,274.00 ",54%,1%,24%,16%,2%,3%,1,11,10,21,5,1,0,GER,2
4320,44,1980,Graduation,Single,"60,152.00",0,1,28/03/2013,6,325,83,300,86,58,91, 943.00 ,34%,9%,32%,9%,6%,10%,1,6,12,18,3,0,0,SP,0
2634,44,1980,Master,Single,"16,653.00",1,0,18/04/2014,10,5,7,31,15,4,7, 69.00 ,7%,10%,45%,22%,6%,10%,3,2,3,5,6,1,0,SP,0
6347,44,1980,Basic,Single,"15,862.00",1,0,27/06/2013,26,1,1,4,11,9,10, 36.00 ,3%,3%,11%,31%,25%,28%,1,1,3,4,8,0,0,SP,0
6055,44,1980,Graduation,Married,"71,626.00",0,0,01/11/2012,94,546,72,376,94,145,72," 1,305.00 ",42%,6%,29%,7%,11%,6%,1,5,8,13,3,0,0,SP,1
5454,44,1980,Master,Married,"45,057.00",1,0,01/12/2013,80,37,0,7,3,0,3, 50.00 ,74%,0%,14%,6%,0%,6%,1,2,3,5,5,0,0,US,0
6001,44,1980,Graduation,Married,"56,775.00",0,1,02/01/2013,62,614,35,160,58,35,35, 937.00 ,66%,4%,17%,6%,4%,4%,2,5,10,15,5,0,0,SP,0
10582,44,1980,Graduation,Married,"72,063.00",0,1,03/07/2013,3,180,32,348,76,32,90, 758.00 ,24%,4%,46%,10%,4%,12%,2,5,12,17,2,0,0,GER,0
922,44,1980,2n Cycle,Married,"31,086.00",1,1,04/05/2013,79,16,2,11,3,0,16, 48.00 ,33%,4%,23%,6%,0%,33%,2,1,2,3,8,0,0,GER,1
5376,44,1980,Graduation,Married,"2,447.00",1,0,06/01/2013,42,1,1,1725,1,1,1," 1,730.00 ",0%,0%,100%,0%,0%,0%,15,0,0,0,1,0,0,US,0
4832,44,1980,Graduation,Married,"27,244.00",1,0,07/03/2014,84,6,5,17,3,24,46, 101.00 ,6%,5%,17%,3%,24%,46%,2,2,2,4,7,0,0,SP,0
9289,44,1980,Graduation,Married,"36,781.00",1,0,10/04/2014,16,29,1,17,0,3,13, 63.00 ,46%,2%,27%,0%,5%,21%,1,2,2,4,8,1,0,SP,0
6742,44,1980,Graduation,Married,"17,688.00",1,0,13/01/2013,82,2,2,1,3,1,2, 11.00 ,18%,18%,9%,27%,9%,18%,1,1,2,3,8,0,1,SP,0
4713,44,1980,PhD,Married,"31,605.00",1,0,22/11/2012,15,74,0,42,2,1,6, 125.00 ,59%,0%,34%,2%,1%,5%,2,2,4,6,7,0,0,SP,0
6261,44,1980,Graduation,Married,"58,025.00",0,1,26/11/2013,81,270,31,88,11,48,22, 470.00 ,57%,7%,19%,2%,10%,5%,3,3,10,13,4,0,0,IND,0
9423,44,1980,Master,Married,"32,765.00",1,0,23/02/2014,49,13,3,17,7,3,3, 46.00 ,28%,7%,37%,15%,7%,7%,2,2,4,6,5,0,0,SP,0
10470,44,1980,Master,Married,"40,662.00",1,0,15/03/2013,0,40,2,23,0,4,23, 92.00 ,43%,2%,25%,0%,4%,25%,2,2,3,5,4,0,0,GER,0
4478,44,1980,Graduation,Married,"63,777.00",1,1,24/03/2013,87,457,5,106,15,17,53, 653.00 ,70%,1%,16%,2%,3%,8%,8,11,6,17,8,0,0,IND,0
10552,44,1980,2n Cycle,Married,"54,210.00",0,1,20/05/2013,18,70,54,109,80,9,45, 367.00 ,19%,15%,30%,22%,2%,12%,2,4,7,11,5,0,0,SP,0
10710,44,1980,Graduation,Married,"7,500.00",0,1,29/08/2012,61,5,2,3,3,0,5, 18.00 ,28%,11%,17%,17%,0%,28%,1,1,2,3,8,0,0,SP,0
10264,44,1980,Graduation,Divorced,"15,287.00",1,0,10/10/2012,60,1,2,8,4,3,13, 31.00 ,3%,6%,26%,13%,10%,42%,2,1,2,3,7,1,0,SA,1
234,44,1980,Graduation,Divorced,"15,287.00",1,0,10/10/2012,60,1,2,8,4,3,13, 31.00 ,3%,6%,26%,13%,10%,42%,2,1,2,3,7,1,0,SP,1
6634,44,1980,Master,Divorced,"33,462.00",1,0,07/08/2013,78,22,3,18,0,0,11, 54.00 ,41%,6%,33%,0%,0%,20%,1,2,3,5,7,0,0,SA,0
8812,44,1980,2n Cycle,Divorced,"13,533.00",1,0,10/03/2013,45,12,3,8,8,0,17, 48.00 ,25%,6%,17%,17%,0%,35%,2,2,3,5,7,0,0,SP,0
8405,44,1980,Graduation,Divorced,"68,274.00",1,1,30/09/2013,83,135,25,51,23,25,46, 305.00 ,44%,8%,17%,8%,8%,15%,2,4,5,9,3,0,0,SA,0
8213,43,1981,2n Cycle,Together,"14,515.00",1,0,09/11/2012,71,6,4,9,6,36,35, 96.00 ,6%,4%,9%,6%,38%,36%,4,2,3,5,7,1,0,SP,0
11003,43,1981,2n Cycle,Together,"25,130.00",1,0,02/10/2013,10,2,5,7,0,18,18, 50.00 ,4%,10%,14%,0%,36%,36%,2,2,3,5,7,0,0,CA,0
902,43,1981,Graduation,Together,"62,994.00",1,0,04/03/2014,74,224,12,48,4,12,12, 312.00 ,72%,4%,15%,1%,4%,4%,1,6,4,10,6,0,0,CA,0
3933,43,1981,Graduation,Together,"44,010.00",1,0,13/10/2012,46,186,36,234,86,72,48, 662.00 ,28%,5%,35%,13%,11%,7%,6,10,6,16,9,0,0,SA,0
454,43,1981,Graduation,Together,"69,508.00",1,0,14/11/2012,48,824,32,162,42,32,43," 1,135.00 ",73%,3%,14%,4%,3%,4%,2,11,11,22,6,0,0,SA,0
4791,43,1981,Graduation,Together,"44,964.00",1,1,16/12/2012,35,19,1,17,2,0,2, 41.00 ,46%,2%,41%,5%,0%,5%,1,1,3,4,8,0,0,AUS,0
10856,43,1981,2n Cycle,Single,"45,889.00",0,1,02/07/2013,42,31,0,6,0,1,8, 46.00 ,67%,0%,13%,0%,2%,17%,1,1,3,4,6,0,0,CA,0
6507,43,1981,Graduation,Single,"30,828.00",1,0,04/10/2013,16,16,11,15,2,0,12, 56.00 ,29%,20%,27%,4%,0%,21%,2,1,4,5,3,0,0,AUS,0
9493,43,1981,PhD,Single,"76,412.00",0,0,05/05/2013,15,840,53,804,23,71,17," 1,808.00 ",46%,3%,44%,1%,4%,1%,1,5,8,13,3,1,0,CA,2
176,43,1981,2n Cycle,Single,"67,506.00",0,1,02/01/2014,73,90,38,67,33,36,67, 331.00 ,27%,11%,20%,10%,11%,20%,1,4,6,10,3,0,0,SP,0
2853,43,1981,Graduation,Single,"51,766.00",1,0,11/03/2014,74,60,51,87,6,20,51, 275.00 ,22%,19%,32%,2%,7%,19%,2,4,4,8,5,0,0,CA,0
9596,43,1981,PhD,Single,"65,295.00",0,0,23/12/2013,19,365,32,117,34,110,6, 664.00 ,55%,5%,18%,5%,17%,1%,1,3,13,16,2,0,0,US,0
3878,43,1981,2n Cycle,Single,"31,859.00",1,0,27/02/2014,3,3,4,7,15,8,11, 48.00 ,6%,8%,15%,31%,17%,23%,1,1,3,4,7,0,0,SP,0
3179,43,1981,Graduation,Single,"81,741.00",0,0,16/06/2013,75,249,153,940,58,134,38," 1,572.00 ",16%,10%,60%,4%,9%,2%,0,6,7,13,2,0,0,SP,0
10560,43,1981,PhD,Single,"36,802.00",1,0,16/06/2014,23,16,1,2,0,0,1, 20.00 ,80%,5%,10%,0%,0%,5%,1,1,3,4,5,0,0,SP,0
9503,43,1981,Graduation,Single,"28,071.00",0,0,29/08/2012,65,39,33,130,41,26,44, 313.00 ,12%,11%,42%,13%,8%,14%,2,5,5,10,8,0,0,SP,0
1777,43,1981,Basic,Married,"25,965.00",0,0,07/09/2012,29,2,2,11,41,7,11, 74.00 ,3%,3%,15%,55%,9%,15%,1,2,3,5,8,0,0,SP,0
1092,43,1981,Graduation,Married,"61,014.00",0,1,11/08/2012,17,269,129,495,182,43,29," 1,147.00 ",23%,11%,43%,16%,4%,3%,4,9,4,13,7,0,0,IND,0
9215,43,1981,PhD,Married,"43,974.00",1,0,12/12/2012,19,378,0,101,0,0,72, 551.00 ,69%,0%,18%,0%,0%,13%,5,6,6,12,7,0,0,CA,0
6131,43,1981,2n Cycle,Married,"70,829.00",1,1,01/12/2013,87,141,70,106,72,19,23, 431.00 ,33%,16%,25%,17%,4%,5%,2,4,8,12,3,0,0,SP,0
4368,43,1981,Graduation,Married,"47,850.00",1,0,03/12/2013,72,42,7,43,20,12,10, 134.00 ,31%,5%,32%,15%,9%,7%,1,3,4,7,6,0,0,SP,0
9076,43,1981,PhD,Married,"30,732.00",1,0,05/01/2013,44,155,1,25,0,1,3, 185.00 ,84%,1%,14%,0%,1%,2%,4,4,4,8,8,0,0,SA,0
5892,43,1981,Graduation,Married,"34,968.00",1,0,10/04/2013,11,158,6,45,8,2,2, 221.00 ,71%,3%,20%,4%,1%,1%,7,3,5,8,7,0,0,SA,0
10262,43,1981,Graduation,Married,"15,072.00",2,0,10/05/2013,96,8,2,15,0,10,18, 53.00 ,15%,4%,28%,0%,19%,34%,4,3,3,6,5,0,0,IND,0
1581,43,1981,Graduation,Married,"37,406.00",1,0,10/10/2013,18,2,0,8,2,2,3, 17.00 ,12%,0%,47%,12%,12%,18%,1,1,2,3,8,1,0,SP,0
8230,43,1981,Graduation,Married,"33,228.00",1,0,23/01/2014,28,22,2,31,7,4,5, 71.00 ,31%,3%,44%,10%,6%,7%,1,2,3,5,7,0,0,SP,0
4543,43,1981,Graduation,Married,"82,497.00",0,0,31/10/2012,32,777,129,573,216,21,203," 1,919.00 ",40%,7%,30%,11%,1%,11%,1,2,9,11,4,0,0,SA,1
3197,43,1981,Graduation,Married,"77,353.00",0,1,16/12/2013,38,275,59,107,69,101,59, 670.00 ,41%,9%,16%,10%,15%,9%,2,6,8,14,4,0,0,SP,0
9736,43,1981,Graduation,Married,"41,850.00",1,1,24/12/2012,51,53,5,19,2,13,4, 96.00 ,55%,5%,20%,2%,14%,4%,3,3,3,6,8,0,0,US,0
8601,43,1981,Graduation,Married,"80,011.00",0,1,29/04/2013,3,421,76,536,82,178,102," 1,395.00 ",30%,5%,38%,6%,13%,7%,2,8,5,13,4,0,0,AUS,0
6999,43,1981,Master,Married,"69,661.00",0,0,13/05/2014,80,656,16,106,32,16,8, 834.00 ,79%,2%,13%,4%,2%,1%,1,7,12,19,3,0,0,IND,0
6815,43,1981,2n Cycle,Married,"96,547.00",0,0,23/05/2014,4,448,21,125,52,101,62, 809.00 ,55%,3%,15%,6%,12%,8%,0,7,8,15,2,1,0,SP,3
5633,43,1981,Graduation,Married,"50,183.00",1,1,25/06/2014,47,97,12,84,13,10,15, 231.00 ,42%,5%,36%,6%,4%,6%,7,3,6,9,5,0,0,SA,0
642,43,1981,Basic,Married,"16,005.00",1,0,14/08/2012,69,1,3,2,20,30,47, 103.00 ,1%,3%,2%,19%,29%,46%,3,2,2,4,8,0,0,CA,0
5868,43,1981,Graduation,Married,"19,107.00",1,0,22/08/2013,49,2,4,9,10,5,16, 46.00 ,4%,9%,20%,22%,11%,35%,2,1,3,4,7,0,0,CA,0
7532,43,1981,Graduation,Married,"43,586.00",0,1,30/08/2012,26,99,2,11,4,0,16, 132.00 ,75%,2%,8%,3%,0%,12%,3,3,4,7,8,0,0,GER,0
5623,43,1981,Master,Married,"31,535.00",1,0,26/09/2013,95,15,4,13,0,0,19, 51.00 ,29%,8%,25%,0%,0%,37%,1,1,2,3,7,0,0,SP,1
1891,43,1981,Master,Divorced,"78,789.00",0,0,08/08/2012,12,667,50,850,21,83,83," 1,754.00 ",38%,3%,48%,1%,5%,5%,1,4,5,9,2,1,0,SP,0
5687,43,1981,Graduation,Divorced,"81,702.00",0,0,23/09/2012,98,563,50,774,28,31,187," 1,633.00 ",34%,3%,47%,2%,2%,11%,1,7,12,19,3,0,0,CA,0
564,42,1982,PhD,Together,"56,937.00",1,0,04/08/2012,81,746,8,125,11,8,8, 906.00 ,82%,1%,14%,1%,1%,1%,7,8,9,17,6,1,0,SP,1
3091,42,1982,2n Cycle,Together,"75,774.00",1,0,02/05/2014,27,340,21,134,258,14,56, 823.00 ,41%,3%,16%,31%,2%,7%,1,7,8,15,4,0,0,SA,0
762,42,1982,2n Cycle,Together,"75,774.00",1,0,02/05/2014,27,340,21,134,258,14,56, 823.00 ,41%,3%,16%,31%,2%,7%,1,7,8,15,4,0,0,SP,0
10469,42,1982,Graduation,Together,"88,325.00",0,0,05/02/2014,42,519,71,860,93,27,53," 1,623.00 ",32%,4%,53%,6%,2%,3%,1,6,9,15,2,0,0,IND,0
3102,42,1982,2n Cycle,Together,"19,414.00",1,0,16/10/2013,32,2,3,12,3,5,7, 32.00 ,6%,9%,38%,9%,16%,22%,1,1,3,4,8,0,0,CA,0
6575,42,1982,Graduation,Together,"56,386.00",1,1,27/10/2012,51,230,48,214,13,32,75, 612.00 ,38%,8%,35%,2%,5%,12%,8,9,7,16,9,0,0,SA,0
749,42,1982,Graduation,Together,"42,162.00",1,0,19/11/2013,31,46,7,59,2,4,27, 145.00 ,32%,5%,41%,1%,3%,19%,2,3,3,6,6,1,0,SP,1
1008,42,1982,PhD,Together,"44,953.00",0,0,21/12/2012,31,728,17,133,11,8,124," 1,021.00 ",71%,2%,13%,1%,1%,12%,1,7,13,20,6,0,0,GER,1
7828,42,1982,Master,Together,"77,882.00",0,0,30/04/2014,29,68,129,396,188,22,15, 818.00 ,8%,16%,48%,23%,3%,2%,1,3,5,8,1,0,0,SA,0
9925,42,1982,PhD,Together,"39,665.00",1,0,25/05/2013,97,127,1,56,0,1,31, 216.00 ,59%,0%,26%,0%,0%,14%,3,4,3,7,7,0,0,SP,1
3537,42,1982,Graduation,Together,"31,089.00",1,0,17/08/2012,57,31,3,31,2,8,4, 79.00 ,39%,4%,39%,3%,10%,5%,3,3,4,7,8,0,0,SP,0
3120,42,1982,Graduation,Together,"38,547.00",1,0,28/08/2013,49,6,1,10,0,1,4, 22.00 ,27%,5%,45%,0%,5%,18%,1,1,2,3,8,0,1,CA,0
7378,42,1982,Master,Together,"42,021.00",1,0,31/08/2012,34,393,5,136,7,5,27, 573.00 ,69%,1%,24%,1%,1%,5%,5,10,6,16,9,0,0,SP,1
738,42,1982,2n Cycle,Single,"42,395.00",1,1,04/04/2014,35,48,13,57,24,15,25, 182.00 ,26%,7%,31%,13%,8%,14%,4,3,4,7,7,0,0,IND,0
4548,42,1982,Graduation,Single,"41,967.00",1,1,23/11/2013,66,23,4,10,0,2,15, 54.00 ,43%,7%,19%,0%,4%,28%,1,1,3,4,4,0,0,CA,0
304,42,1982,Master,Single,"22,944.00",1,0,23/12/2013,67,19,3,19,4,5,26, 76.00 ,25%,4%,25%,5%,7%,34%,3,3,3,6,7,0,0,SP,0
4216,42,1982,Graduation,Single,"91,065.00",0,0,22/02/2013,33,822,114,108,179,137,114," 1,474.00 ",56%,8%,7%,12%,9%,8%,1,7,9,16,3,1,0,SP,2
2724,42,1982,Master,Single,"36,143.00",1,0,30/03/2014,33,12,0,1,0,0,6, 19.00 ,63%,0%,5%,0%,0%,32%,1,0,2,2,3,0,0,SP,0
4385,42,1982,PhD,Single,"36,038.00",1,0,31/05/2013,82,23,0,15,0,2,7, 47.00 ,49%,0%,32%,0%,4%,15%,2,3,3,6,6,0,0,SP,0
7005,42,1982,Graduation,Single,"58,684.00",0,0,16/06/2014,71,479,35,179,28,7,85, 813.00 ,59%,4%,22%,3%,1%,10%,1,5,12,17,2,0,0,SA,1
2781,42,1982,Graduation,Single,"72,066.00",0,0,23/06/2014,55,1003,34,536,134,51,34," 1,792.00 ",56%,2%,30%,7%,3%,2%,1,4,6,10,2,1,0,SA,2
10398,42,1982,2n Cycle,Single,"24,336.00",1,0,27/08/2012,82,1,6,2,8,2,12, 31.00 ,3%,19%,6%,26%,6%,39%,1,1,2,3,7,0,0,SP,0
11121,42,1982,Graduation,Married,"19,419.00",1,0,10/11/2012,76,2,14,28,16,3,7, 70.00 ,3%,20%,40%,23%,4%,10%,4,4,3,7,9,0,0,IND,0
4207,42,1982,PhD,Married,"87,171.00",0,0,01/05/2013,27,1001,44,107,58,44,44," 1,298.00 ",77%,3%,8%,4%,3%,3%,1,6,11,17,2,0,0,SP,2
7369,42,1982,Master,Married,"36,959.00",1,0,02/10/2013,56,25,6,25,6,0,0, 62.00 ,40%,10%,40%,10%,0%,0%,2,2,3,5,8,0,0,SP,0
10270,42,1982,2n Cycle,Married,"35,523.00",1,0,03/10/2013,8,11,5,22,12,5,11, 66.00 ,17%,8%,33%,18%,8%,17%,2,3,3,6,7,0,0,GER,0
4669,42,1982,Basic,Married,"24,480.00",1,0,11/02/2013,46,4,19,9,28,25,17, 102.00 ,4%,19%,9%,27%,25%,17%,3,3,4,7,7,0,0,SA,0
5324,42,1982,PhD,Married,"58,293.00",1,0,19/01/2014,94,173,43,118,46,27,15, 422.00 ,41%,10%,28%,11%,6%,4%,5,5,6,11,5,0,0,US,0
1951,42,1982,Basic,Married,"34,445.00",0,0,27/01/2013,92,228,122,122,208,129,30, 839.00 ,27%,15%,15%,25%,15%,4%,6,11,8,19,9,0,0,SP,0
2964,42,1982,Graduation,Married,"26,872.00",0,0,16/10/2013,0,3,10,8,3,16,32, 72.00 ,4%,14%,11%,4%,22%,44%,1,1,2,3,6,0,0,CA,0
8416,42,1982,Graduation,Married,"29,009.00",1,0,29/11/2013,19,6,6,15,10,5,2, 44.00 ,14%,14%,34%,23%,11%,5%,2,2,3,5,6,0,0,US,0
9984,42,1982,2n Cycle,Married,"56,337.00",1,1,27/03/2013,25,349,16,144,28,5,182, 724.00 ,48%,2%,20%,4%,1%,25%,5,8,4,12,8,1,0,SP,2
10669,42,1982,Graduation,Married,"54,386.00",0,1,17/05/2013,8,277,21,64,62,21,25, 470.00 ,59%,4%,14%,13%,4%,5%,2,3,10,13,3,0,0,SP,0
8017,42,1982,2n Cycle,Married,"51,111.00",1,1,19/06/2014,83,22,0,19,6,5,3, 55.00 ,40%,0%,35%,11%,9%,5%,2,2,3,5,6,0,0,SA,0
938,42,1982,Graduation,Married,"40,211.00",1,1,30/07/2013,30,51,1,7,2,1,25, 87.00 ,59%,1%,8%,2%,1%,29%,2,2,2,4,8,0,0,SP,1
87,42,1982,2n Cycle,Married,"27,733.00",1,0,26/08/2013,16,0,7,5,26,2,17, 57.00 ,0%,12%,9%,46%,4%,30%,2,2,3,5,7,0,0,GER,0
7270,42,1982,Graduation,Divorced,"56,981.00",0,0,25/01/2014,91,908,48,217,32,12,24," 1,241.00 ",73%,4%,17%,3%,1%,2%,1,2,13,15,6,0,0,SA,1
2918,42,1982,Graduation,Divorced,"28,510.00",1,1,13/04/2013,72,44,5,19,0,4,19, 91.00 ,48%,5%,21%,0%,4%,21%,3,2,4,6,5,0,0,SP,0
2936,41,1983,Master,Together,"23,661.00",1,0,04/12/2013,46,18,0,4,0,0,1, 23.00 ,78%,0%,17%,0%,0%,4%,1,1,3,4,7,0,0,SA,0
6049,41,1983,Master,Together,"73,450.00",0,0,05/12/2013,85,1142,51,415,90,69,37," 1,804.00 ",63%,3%,23%,5%,4%,2%,1,7,11,18,3,0,0,SP,2
6969,41,1983,Graduation,Together,"50,272.00",1,0,07/08/2013,75,99,13,66,43,8,4, 233.00 ,42%,6%,28%,18%,3%,2%,3,4,5,9,7,0,0,AUS,0
5628,41,1983,Graduation,Together,"61,416.00",0,0,08/02/2013,25,848,154,323,201,61,78," 1,665.00 ",51%,9%,19%,12%,4%,5%,1,10,10,20,6,0,0,US,1
9495,41,1983,Graduation,Together,"71,853.00",0,0,08/05/2013,29,358,108,413,141,97,32," 1,149.00 ",31%,9%,36%,12%,8%,3%,1,2,6,8,1,0,0,SP,0
2631,41,1983,Graduation,Together,"71,853.00",0,0,08/05/2013,29,358,108,413,141,97,32," 1,149.00 ",31%,9%,36%,12%,8%,3%,1,2,6,8,1,0,0,SP,0
9576,41,1983,PhD,Together,"32,313.00",1,0,11/02/2013,60,86,4,56,2,4,7, 159.00 ,54%,3%,35%,1%,3%,4%,3,4,4,8,9,0,0,SP,0
6528,41,1983,Master,Together,"18,492.00",1,0,05/06/2014,75,2,2,2,2,1,1, 10.00 ,20%,20%,20%,20%,10%,10%,1,1,2,3,8,0,0,SP,0
1232,41,1983,PhD,Together,"70,038.00",0,0,25/10/2013,54,587,54,348,71,54,130," 1,244.00 ",47%,4%,28%,6%,4%,10%,1,4,8,12,2,0,0,GER,0
2345,41,1983,PhD,Together,"70,038.00",0,0,25/10/2013,54,587,54,348,71,54,130," 1,244.00 ",47%,4%,28%,6%,4%,10%,1,4,8,12,2,0,0,AUS,0
9986,41,1983,Graduation,Together,"19,444.00",1,0,22/02/2014,8,16,0,23,3,2,10, 54.00 ,30%,0%,43%,6%,4%,19%,3,4,2,6,7,1,0,SA,0
2130,41,1983,Graduation,Together,"45,203.00",2,0,23/03/2014,4,35,3,67,10,8,24, 147.00 ,24%,2%,46%,7%,5%,16%,1,3,3,6,6,1,0,SA,0
1109,41,1983,Master,Together,"27,590.00",1,0,23/04/2013,38,6,0,5,0,0,1, 12.00 ,50%,0%,42%,0%,0%,8%,1,1,2,3,7,0,0,SP,0
75,41,1983,2n Cycle,Together,"41,039.00",0,0,25/07/2013,32,34,11,137,179,61,45, 467.00 ,7%,2%,29%,38%,13%,10%,1,8,5,13,8,0,0,US,0
9523,41,1983,Graduation,Together,"40,479.00",1,0,17/08/2013,95,5,0,8,2,0,0, 15.00 ,33%,0%,53%,13%,0%,0%,1,0,3,3,4,0,0,SP,0
10648,41,1983,2n Cycle,Together,"66,664.00",0,0,25/09/2012,78,398,96,447,220,96,32," 1,289.00 ",31%,7%,35%,17%,7%,2%,1,5,6,11,3,0,0,SP,0
5120,41,1983,2n Cycle,Together,"66,664.00",0,0,25/09/2012,78,398,96,447,220,96,32," 1,289.00 ",31%,7%,35%,17%,7%,2%,1,5,6,11,3,0,0,SA,0
5782,41,1983,2n Cycle,Together,"58,582.00",0,1,28/09/2013,15,402,35,106,101,77,42, 763.00 ,53%,5%,14%,13%,10%,6%,2,9,9,18,5,0,0,SP,1
942,41,1983,Graduation,Single,"39,660.00",1,0,08/08/2012,36,139,13,78,20,13,36, 299.00 ,46%,4%,26%,7%,4%,12%,3,7,3,10,9,1,0,SP,0
6853,41,1983,Master,Single,"75,777.00",0,0,04/07/2013,12,712,26,538,69,13,80," 1,438.00 ",50%,2%,37%,5%,1%,6%,1,3,11,14,1,1,0,AUS,2
7366,41,1983,Master,Single,"75,777.00",0,0,04/07/2013,12,712,26,538,69,13,80," 1,438.00 ",50%,2%,37%,5%,1%,6%,1,3,11,14,1,1,0,IND,2
7119,41,1983,Graduation,Single,"68,627.00",0,0,12/01/2013,45,395,15,263,60,54,38, 825.00 ,48%,2%,32%,7%,7%,5%,1,2,6,8,1,0,0,SA,0
4246,41,1983,Master,Single,"6,560.00",0,0,12/12/2013,2,67,11,26,4,3,262, 373.00 ,18%,3%,7%,1%,1%,70%,0,1,1,2,17,0,0,SP,0
1381,41,1983,PhD,Single,"38,513.00",1,0,28/01/2014,20,172,3,115,16,0,18, 324.00 ,53%,1%,35%,5%,0%,6%,5,6,5,11,8,1,0,SP,0
7301,41,1983,2n Cycle,Single,"23,616.00",1,0,17/11/2012,76,4,22,11,3,7,32, 79.00 ,5%,28%,14%,4%,9%,41%,2,3,3,6,8,1,0,SP,0
